课程名称	课程时间	课程目标	课程价格	课程配额	课程链接	教师名称	教师链接
【数学能力发展班】二年级数学寒假系统班（寒3期16:00）	2月18日-2月24日 · 16:00-18:00	适合二年级 | 全国地区通用	99	每50人分小班	https://www.yuanfudao.com/lessons/3082274.html	王明	https://www.yuanfudao.com/teachers/75983248/lesson?lessonId=3082274
【英语能力发展班】二年级英语春季系统4班	3月6日-6月16日	适合二年级 | 全国地区通用	1650	30人报名	https://www.yuanfudao.com/lessons/3080450.html	张诺凡 刘晨晞	https://www.yuanfudao.com/teachers/129089256/lesson?lessonId=3080450
四年级猿编程L2系统班 第9期（周六下午）	5月11日-11月16日	适合四年级 | 全国地区通用	4099	3人报名	https://www.yuanfudao.com/lessons/3083792.html	待分配	https://www.yuanfudao.com/teachers/115519392/lesson?lessonId=3083792
初一语文春季系统班（周日09:00）	3月3日-6月23日 · 早09:00-11:30	适合七年级 | 全国地区通用	999	491人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079128.html	张一帆	https://www.yuanfudao.com/teachers/84911824/lesson?lessonId=3079128
初二语文寒假系统班（寒2期15:35）	1月30日-2月13日 · 15:35-17:55	适合八年级 | 全国地区通用	499	650人报名	https://www.yuanfudao.com/lessons/3079570.html	言博林	https://www.yuanfudao.com/teachers/62947520/lesson?lessonId=3079570
【目标卓越班】初三化学春季系统班（周日16:00）	3月3日-6月9日 · 16:00-18:30	适合九年级 | 全国地区通用	999	17人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079328.html	张成	https://www.yuanfudao.com/teachers/46929809/lesson?lessonId=3079328
【英语校内卓越班】四年级英语春季系统6班	3月6日-6月16日	适合四年级 | 全国地区通用	1650	10人报名  限报30人	https://www.yuanfudao.com/lessons/3088778.html	吴惠娟 季可可 高荣	https://www.yuanfudao.com/teachers/128979138/lesson?lessonId=3088778
【目标985班】高三英语春季系统班（周六19:00）	3月2日-6月1日 · 19:00-21:00	适合高三 | 全国地区通用	499	1625人报名  限报2000人	https://www.yuanfudao.com/lessons/3080282.html	斯琴	https://www.yuanfudao.com/teachers/14501569/lesson?lessonId=3080282
【数学能力发展班】二年级数学春季系统班（周六09:30）	3月2日-6月15日 · 09:30-11:30	适合二年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3099890.html	宋佳豪	https://www.yuanfudao.com/teachers/156749902/lesson?lessonId=3099890
【目标一本班】高二生物春季系统班（周五21:30）	3月1日-6月14日 · 21:30-23:30	适合高二 | 全国地区通用	499	161人报名  限报2000人	https://www.yuanfudao.com/lessons/3079794.html	李秀楠	https://www.yuanfudao.com/teachers/49091395/lesson?lessonId=3079794
高一语文寒假系统班（寒2期19:00）	1月30日-2月13日 · 19:00-21:25	适合高一 | 全国地区通用	399	1260人报名	https://www.yuanfudao.com/lessons/3080220.html	刘薇	https://www.yuanfudao.com/teachers/84707930/lesson?lessonId=3080220
初三语文寒假系统班（寒2期18:10）	1月30日-2月12日 · 18:10-20:30	适合九年级 | 全国地区通用	499	1020人报名	https://www.yuanfudao.com/lessons/3079922.html	姜畔	https://www.yuanfudao.com/teachers/86691294/lesson?lessonId=3079922
【目标清北班】高三化学寒假系统班（寒3期21:30）	2月7日-2月14日 · 21:30-23:30	适合高三 | 全国地区通用	249	1359人报名  限报1427人	https://www.yuanfudao.com/lessons/3079676.html	张鹤至	https://www.yuanfudao.com/teachers/29190893/lesson?lessonId=3079676
【英语校内卓越班】四年级英语春季系统7班	3月6日-6月15日	适合四年级 | 全国地区通用	1650	21人报名  限报30人	https://www.yuanfudao.com/lessons/3088780.html	吴惠娟 齐少青	https://www.yuanfudao.com/teachers/128979138/lesson?lessonId=3088780
【数学课内卓越班】三年级数学春季系统班（周六13:30）	3月2日-6月15日 · 13:30-15:30	适合三年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3084092.html	杨博	https://www.yuanfudao.com/teachers/150549488/lesson?lessonId=3084092
初三语文春季系统班（周日16:00）	3月3日-6月9日 · 16:00-18:30	适合九年级 | 全国地区通用	999	651人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079352.html	姜畔	https://www.yuanfudao.com/teachers/86691294/lesson?lessonId=3079352
【数学能力发展班】二年级数学春季系统班（周六09:30）	3月2日-6月15日 · 09:30-11:30	适合二年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3083030.html	曹岚	https://www.yuanfudao.com/teachers/128439742/lesson?lessonId=3083030
【目标985班】高三生物寒假系统班（寒3期·21:30）	2月7日-2月14日 · 21:30-23:30	适合高三 | 全国地区通用	249	177人报名  限报300人	https://www.yuanfudao.com/lessons/3079466.html	李秀楠	https://www.yuanfudao.com/teachers/49091395/lesson?lessonId=3079466
【英语能力发展班】二年级寒假英语系统26班	1月26日-2月2日	适合二年级 | 全国地区通用	700	30人报名	https://www.yuanfudao.com/lessons/3093852.html	黄倩 方媛媛	https://www.yuanfudao.com/teachers/172304560/lesson?lessonId=3093852
【目标优等班】初三化学寒假系统班（寒3期·13:00）	2月16日-2月23日 · 13:00-15:20	适合九年级 | 全国地区通用	499	186人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079234.html	刘旭	https://www.yuanfudao.com/teachers/33812137/lesson?lessonId=3079234
【目标一本班】高三物理春季系统班（周五21:30）	3月1日-5月31日 · 21:30-23:30	适合高三 | 全国地区通用	499	904人报名  限报2000人	https://www.yuanfudao.com/lessons/3079154.html	郑少龙	https://www.yuanfudao.com/teachers/35702341/lesson?lessonId=3079154
高三地理寒假系统班（寒2期13:00）	1月27日-2月3日 · 13:00-15:00	适合高三 | 全国地区通用	249	755人报名	https://www.yuanfudao.com/lessons/3079558.html	郎朗	https://www.yuanfudao.com/teachers/133061954/lesson?lessonId=3079558
【猿书房】从《人间词话》学诗词赏析（下）	高三 · 2月15日-3月5日 · 55分钟/次 · 5次课	适合高三 | 全国地区通用	15	296人报名	https://www.yuanfudao.com/lessons/3098244.html	赵占坤 刘薇	https://www.yuanfudao.com/teachers/141608770/lesson?lessonId=3098244
【目标一本班】高三物理春季系统班（周六21:30）	3月2日-6月1日 · 21:30-23:30	适合高三 | 全国地区通用	499	119人报名  限报2000人	https://www.yuanfudao.com/lessons/3079158.html	李博	https://www.yuanfudao.com/teachers/74790032/lesson?lessonId=3079158
【数学能力发展班】一年级数学寒假系统班（寒2期16:00）	2月10日-2月16日 · 16:00-17:10	适合一年级 | 全国地区通用	99	每50人分小班	https://www.yuanfudao.com/lessons/3089858.html	邹薇	https://www.yuanfudao.com/teachers/125949960/lesson?lessonId=3089858
【数学能力发展班】五年级数学春季系统班（周日09:30）	3月3日-6月16日 · 09:30-11:30	适合五年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3083402.html	钱学伟	https://www.yuanfudao.com/teachers/95009206/lesson?lessonId=3083402
初三历史春季系统班（周六18:00）	3月2日-6月8日 · 18:00-20:30	适合九年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3103898.html	朱灵惠	https://www.yuanfudao.com/teachers/11985453/lesson?lessonId=3103898
高一数学寒假系统班（非课改版·必修3+必修4·寒2期19:00）	1月30日-2月13日 · 19:00-21:25	适合高一 | 全国地区通用	399	1744人报名	https://www.yuanfudao.com/lessons/3080356.html	严攀	https://www.yuanfudao.com/teachers/114992036/lesson?lessonId=3080356
【目标985班】高一物理春季系统班（周六18:30）	3月2日-6月22日 · 18:30-20:55	适合高一 | 全国地区通用	799	924人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080140.html	梁冰	https://www.yuanfudao.com/teachers/56696200/lesson?lessonId=3080140
【英语能力发展班】二年级寒假英语系统29班	1月26日-2月2日	适合二年级 | 全国地区通用	700	31人报名	https://www.yuanfudao.com/lessons/3093858.html	谢光菊E… 方媛媛	https://www.yuanfudao.com/teachers/169788748/lesson?lessonId=3093858
【英语能力发展班】二年级英语春季系统24班	3月5日-6月16日	适合二年级 | 全国地区通用	1650	24人报名  限报30人	https://www.yuanfudao.com/lessons/3093746.html	胡钰 胡佳星	https://www.yuanfudao.com/teachers/127049892/lesson?lessonId=3093746
四年级猿编程L1系统班 第12期（周日晚）	4月28日-7月28日 · 不限年级	适合四年级 | 全国地区通用	1999	已报满或无信息	https://www.yuanfudao.com/lessons/3080598.html		null
【目标优等班】初二物理春季系统班（周五18:00）	3月1日-6月21日 · 18:00-20:30	适合八年级 | 全国地区通用	999	328人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079752.html	吴去非	https://www.yuanfudao.com/teachers/35268287/lesson?lessonId=3079752
【目标优等班】初三物理寒假系统班（寒3期09:00）	2月16日-2月23日 · 早09:00-11:25	适合九年级 | 全国地区通用	499	200人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079188.html	王茜	https://www.yuanfudao.com/teachers/69244194/lesson?lessonId=3079188
【目标卓越班】初三物理春季系统班（周六18:00）	3月2日-6月8日 · 18:00-20:30	适合九年级 | 全国地区通用	999	612人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079304.html	吴去非	https://www.yuanfudao.com/teachers/35268287/lesson?lessonId=3079304
【目标省一班】高一化学春季竞赛班（周六18:30）	3月2日-6月8日 · 18:30-20:30	适合高一 | 全国地区通用	799	186人报名  限报2000人	https://www.yuanfudao.com/lessons/3079488.html	刘宇	https://www.yuanfudao.com/teachers/2384441/lesson?lessonId=3079488
【目标985班】高三物理春季系统班（周日09:00）	3月3日-6月2日 · 早09:00-11:00	适合高三 | 全国地区通用	499	1703人报名  限报2000人	https://www.yuanfudao.com/lessons/3079038.html	王远	https://www.yuanfudao.com/teachers/60897660/lesson?lessonId=3079038
【重点突破】深挖高三重点知识点（哲学篇）	高三 · 1月19日-2月16日 · 55分钟/次 · 4次课	适合高三 | 全国地区通用	20	467人报名	https://www.yuanfudao.com/lessons/3098258.html	王斐	https://www.yuanfudao.com/teachers/43979613/lesson?lessonId=3098258
高二语文春季系统班（周日09:00）	3月3日-6月16日 · 早09:00-11:00	适合高二 | 全国地区通用	499	144人报名  限报2000人	https://www.yuanfudao.com/lessons/3081338.html	王伟	https://www.yuanfudao.com/teachers/57672584/lesson?lessonId=3081338
【目标联赛】高一数学寒假自招班（寒3期09:00）	2月16日-2月23日 · 早09:00-11:00	适合高一 | 全国地区通用	399	98人报名  限报2000人	https://www.yuanfudao.com/lessons/3081192.html	黄月	https://www.yuanfudao.com/teachers/39123757/lesson?lessonId=3081192
【英语能力发展班】二年级英语春季系统5班	3月6日-6月16日	适合二年级 | 全国地区通用	1650	31人报名	https://www.yuanfudao.com/lessons/3080452.html	张诺凡 李可欣	https://www.yuanfudao.com/teachers/129089256/lesson?lessonId=3080452
【目标985班】高三英语寒假系统班（寒2期16:00）	1月27日-2月3日 · 16:00-18:00	适合高三 | 全国地区通用	249	901人报名	https://www.yuanfudao.com/lessons/3080162.html	迟芳凝	https://www.yuanfudao.com/teachers/74265582/lesson?lessonId=3080162
【目标卓越班】初一数学春季系统班（周六09:00）	3月2日-6月22日 · 早09:00-11:30	适合七年级 | 全国地区通用	999	651人报名  每30人分小班	https://www.yuanfudao.com/lessons/3081298.html	袁野	https://www.yuanfudao.com/teachers/134794932/lesson?lessonId=3081298
【目标卓越班】初三数学寒假系统班（寒3期15:35）	2月16日-2月23日 · 15:35 - 17:55	适合九年级 | 全国地区通用	499	631人报名  每30人分小班	https://www.yuanfudao.com/lessons/3081222.html	洪洋	https://www.yuanfudao.com/teachers/36903981/lesson?lessonId=3081222
【目标985班】高一生物春季系统班（周五21:00）	3月1日-6月21日 · 21:00-23:25	适合高一 | 全国地区通用	799	451人报名  每60人分小班	https://www.yuanfudao.com/lessons/3079974.html	李安德	https://www.yuanfudao.com/teachers/50170093/lesson?lessonId=3079974
高三语文寒假系统班（寒3期21:30）	2月7日-2月14日 · 21:30-23:30	适合高三 | 全国地区通用	249	581人报名  限报1074人	https://www.yuanfudao.com/lessons/3081282.html	宋大成	https://www.yuanfudao.com/teachers/60686496/lesson?lessonId=3081282
高二理科数学春季系统班（周日09:00）	3月3日-6月16日 · 早09:00-11:00	适合高二 | 全国地区通用	499	407人报名  限报2000人	https://www.yuanfudao.com/lessons/3080398.html	张煜晨	https://www.yuanfudao.com/teachers/94097552/lesson?lessonId=3080398
【英语能力发展班】三年级英语寒假系统8班	1月26日-2月2日	适合三年级 | 全国地区通用	700	31人报名	https://www.yuanfudao.com/lessons/3092082.html	张丽丽 张姣姣	https://www.yuanfudao.com/teachers/129076440/lesson?lessonId=3092082
【目标985班】高三英语春季系统班（周五21:30）	3月1日-5月31日 · 21:30-23:30	适合高三 | 全国地区通用	499	1260人报名  限报2000人	https://www.yuanfudao.com/lessons/3080276.html	斯琴	https://www.yuanfudao.com/teachers/14501569/lesson?lessonId=3080276
高二历史春季系统班（周五21:30）	3月1日-6月14日 · 21:30-23:30	适合高二 | 全国地区通用	499	298人报名  限报2000人	https://www.yuanfudao.com/lessons/3079814.html	李美伊	https://www.yuanfudao.com/teachers/9108507/lesson?lessonId=3079814
【目标985班】高一物理春季系统班（周日13:00）	3月3日-6月23日 · 13:00-15:25	适合高一 | 全国地区通用	799	513人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080074.html	梁冰	https://www.yuanfudao.com/teachers/56696200/lesson?lessonId=3080074
高三语文春季系统班（周日09:00）	3月3日-6月2日 · 早09:00-11:00	适合高三 | 全国地区通用	499	20人报名  限报2000人	https://www.yuanfudao.com/lessons/3081356.html	胡亚静	https://www.yuanfudao.com/teachers/75835166/lesson?lessonId=3081356
【目标一本班】高一物理寒假系统班（非课改版·寒2期19:00）	1月30日-2月13日 · 19:00-21:25	适合高一 | 全国地区通用	399	720人报名	https://www.yuanfudao.com/lessons/3079982.html	孔亦	https://www.yuanfudao.com/teachers/18224551/lesson?lessonId=3079982
【作文专项】热门时事中的作文素材（2019年1月）	高三 · 2月3日 · 周日 · 22:00-22:55 · 55分钟	适合高三 | 全国地区通用	10	1288人报名	https://www.yuanfudao.com/lessons/3091980.html	何燕	https://www.yuanfudao.com/teachers/100387696/lesson?lessonId=3091980
【目标一本班】高二生物寒假系统班（寒2期·13:00）	1月27日-2月3日 · 13:00-15:00	适合高二 | 全国地区通用	249	337人报名	https://www.yuanfudao.com/lessons/3079428.html	李秀楠	https://www.yuanfudao.com/teachers/49091395/lesson?lessonId=3079428
【一轮复习回顾】非金属及其化合物综合	高三 · 2月7日-2月20日 · 55分钟/次 · 6次课	适合高三 | 全国地区通用	30	261人报名	https://www.yuanfudao.com/lessons/3100030.html	冷道年	https://www.yuanfudao.com/teachers/162690364/lesson?lessonId=3100030
【英语能力发展班】五年级英语春季系统3班	3月6日-6月15日	适合五年级 | 全国地区通用	1650	27人报名  限报34人	https://www.yuanfudao.com/lessons/3081960.html	李政 薛冬娜	https://www.yuanfudao.com/teachers/116309724/lesson?lessonId=3081960
高三地理寒假系统班（寒3期19:00）	2月7日-2月14日 · 19:00-21:00	适合高三 | 全国地区通用	249	1378人报名  限报1790人	https://www.yuanfudao.com/lessons/3079564.html	温卿	https://www.yuanfudao.com/teachers/58419052/lesson?lessonId=3079564
【英语能力强化班】一年级英语春季系统2班	3月6日-6月15日	适合一年级 | 全国地区通用	1650	30人报名	https://www.yuanfudao.com/lessons/3080104.html	张峥妍 陈晶	https://www.yuanfudao.com/teachers/119675466/lesson?lessonId=3080104
【目标卓越班】初三数学寒假系统班（寒3期18:10）	2月16日-2月23日 · 18:10-20:30	适合九年级 | 全国地区通用	499	478人报名  每30人分小班	https://www.yuanfudao.com/lessons/3082462.html	王亮亮	https://www.yuanfudao.com/teachers/39413413/lesson?lessonId=3082462
【目标985班】高一数学春季系统班（课改版·周日09:00）	3月3日-6月23日 · 早09:00-11:25	适合高一 | 全国地区通用	799	244人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080532.html	韩乾	https://www.yuanfudao.com/teachers/85608340/lesson?lessonId=3080532
【目标卓越班】初一英语春季系统班（周六18:00）	3月2日-6月22日 · 18:00-20:30	适合七年级 | 全国地区通用	999	1020人报名	https://www.yuanfudao.com/lessons/3079440.html	文靓	https://www.yuanfudao.com/teachers/50922963/lesson?lessonId=3079440
【目标985班】高三英语春季系统班（周六19:00）	3月2日-6月1日 · 19:00-21:00	适合高三 | 全国地区通用	499	596人报名  限报2000人	https://www.yuanfudao.com/lessons/3080284.html	靳婧	https://www.yuanfudao.com/teachers/50827463/lesson?lessonId=3080284
【目标卓越班】初二物理寒假系统班（寒3期15:35）	2月16日-2月23日 · 15:35-17:55	适合八年级 | 全国地区通用	499	429人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079206.html	吴去非	https://www.yuanfudao.com/teachers/35268287/lesson?lessonId=3079206
【目标一本班】高一化学春季系统班（非课改版·周五21:00）	3月1日-6月21日 · 21:00-23:25	适合高一 | 全国地区通用	799	91人报名  每60人分小班	https://www.yuanfudao.com/lessons/3079532.html	卢吒	https://www.yuanfudao.com/teachers/56316110/lesson?lessonId=3079532
【英语校内卓越班】五年级英语寒假系统7班	2月10日-2月17日	适合五年级 | 全国地区通用	700	31人报名  限报32人	https://www.yuanfudao.com/lessons/3085556.html	吴霜 王泽红	https://www.yuanfudao.com/teachers/134659076/lesson?lessonId=3085556
【目标一本班】高三生物春季系统班（周五21:30）	3月1日-5月31日 · 21:30-23:30	适合高三 | 全国地区通用	499	246人报名  限报2000人	https://www.yuanfudao.com/lessons/3079874.html	刘丹	https://www.yuanfudao.com/teachers/85099492/lesson?lessonId=3079874
【数学能力发展班】二年级数学春季系统班（周四18:30）	2月28日-6月13日 · 18:30-20:30	适合二年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3083018.html	曹岚	https://www.yuanfudao.com/teachers/128439742/lesson?lessonId=3083018
【数学课内卓越班】四年级数学寒假系统班（寒2期16:00）	2月10日-2月16日 · 16:00-18:00	适合四年级 | 全国地区通用	99	已报满或无信息	https://www.yuanfudao.com/lessons/3083992.html	宓菊	https://www.yuanfudao.com/teachers/66056508/lesson?lessonId=3083992
【目标985班】高三化学春季系统班（周六21:30）	3月2日-6月1日 · 21:30-23:30	适合高三 | 全国地区通用	499	2000人报名	https://www.yuanfudao.com/lessons/3079686.html	张鹤至	https://www.yuanfudao.com/teachers/29190893/lesson?lessonId=3079686
【目标卓越班】初一数学春季系统班（周日14:00）	3月3日-6月23日 · 14:00-16:30	适合七年级 | 全国地区通用	999	256人报名  每30人分小班	https://www.yuanfudao.com/lessons/3081370.html	朱玲玲	https://www.yuanfudao.com/teachers/60153716/lesson?lessonId=3081370
【目标优等班】初二数学春季系统班（周五18:00）	3月1日-6月21日 · 18:00-20:30	适合八年级 | 全国地区通用	999	250人报名  每30人分小班	https://www.yuanfudao.com/lessons/3081412.html	张桐	https://www.yuanfudao.com/teachers/119826206/lesson?lessonId=3081412
【寒假重点突破】电化学基础突破	高三 · 1月22日-1月30日 · 55分钟/次 · 3次课	适合高三 | 全国地区通用	15	597人报名	https://www.yuanfudao.com/lessons/3100154.html	闫晶	https://www.yuanfudao.com/teachers/29917083/lesson?lessonId=3100154
【数学能力发展班】五年级数学春季系统班（周五18:30）	3月1日-6月14日 · 18:30-20:30	适合五年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3083092.html	潘佳生	https://www.yuanfudao.com/teachers/76432746/lesson?lessonId=3083092
【目标卓越班】初一数学寒假系统班（寒2期18:10）	1月30日-2月13日 · 18:10-20:30	适合七年级 | 全国地区通用	99	994人报名	https://www.yuanfudao.com/lessons/3081162.html	赵芷宁	https://www.yuanfudao.com/teachers/171987546/lesson?lessonId=3081162
【英语能力发展班】五年级英语寒假系统5班	1月26日-2月2日	适合五年级 | 全国地区通用	700	34人报名	https://www.yuanfudao.com/lessons/3083288.html	李政 王晓茜	https://www.yuanfudao.com/teachers/116309724/lesson?lessonId=3083288
高一历史春季系统班（周五21:00）	3月1日-6月21日 · 21:00-23:25	适合高一 | 全国地区通用	799	176人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080702.html	和妍	https://www.yuanfudao.com/teachers/146070236/lesson?lessonId=3080702
【目标优等班】初三化学春季系统班（周六18:00）	3月2日-6月8日 · 18:00-20:30	适合九年级 | 全国地区通用	999	283人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079334.html	冯雪	https://www.yuanfudao.com/teachers/79684458/lesson?lessonId=3079334
【目标清北班】高三生物春季系统班（周日09:00）	3月3日-6月2日 · 早09:00-11:00	适合高三 | 全国地区通用	499	650人报名  限报2000人	https://www.yuanfudao.com/lessons/3079796.html	路菲	https://www.yuanfudao.com/teachers/71833786/lesson?lessonId=3079796
【目标985班】高二化学寒假系统班（选修5+3·寒2期09:00）	1月27日-2月3日 · 早09:00-11:00	适合高二 | 全国地区通用	249	2000人报名	https://www.yuanfudao.com/lessons/3079638.html	张鹤至	https://www.yuanfudao.com/teachers/29190893/lesson?lessonId=3079638
【查缺补漏】必修易错易混淆知识点判断	高三 · 2月11日-2月14日 · 55分钟/次 · 4次课	适合高三 | 全国地区通用	20	796人报名	https://www.yuanfudao.com/lessons/3092348.html	李秀楠	https://www.yuanfudao.com/teachers/49091395/lesson?lessonId=3092348
【目标985班】高一数学寒假系统班（课改版·寒2期19:00）	1月30日-2月13日 · 19:00-21:25	适合高一 | 全国地区通用	399	1619人报名  每60人分小班	https://www.yuanfudao.com/lessons/3079960.html	关海山	https://www.yuanfudao.com/teachers/137465894/lesson?lessonId=3079960
【目标985班】高三文科数学寒假系统班（寒2期21:30）	1月27日-2月3日 · 21:30-23:30	适合高三 | 全国地区通用	249	1447人报名	https://www.yuanfudao.com/lessons/3079938.html	程磊	https://www.yuanfudao.com/teachers/50736413/lesson?lessonId=3079938
【英语能力强化班】一年级英语春季系统1班	3月5日-6月15日	适合一年级 | 全国地区通用	1650	29人报名  限报30人	https://www.yuanfudao.com/lessons/3080362.html	张诺凡 王逸莹	https://www.yuanfudao.com/teachers/129089256/lesson?lessonId=3080362
四年级语文春季系统班（周六09:30）	3月2日-6月15日 · 早09:30-11:30	适合四年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3085812.html	王萌	https://www.yuanfudao.com/teachers/154094756/lesson?lessonId=3085812
【英语能力强化班】二年级英语春季系统1班	3月7日-6月15日	适合二年级 | 全国地区通用	1650	17人报名  限报30人	https://www.yuanfudao.com/lessons/3080648.html	侯越 尚格	https://www.yuanfudao.com/teachers/107869758/lesson?lessonId=3080648
【目标985班】高一数学春季系统班（课改版·周六21:10）	3月2日-6月22日 · 21:10-23:35	适合高一 | 全国地区通用	799	590人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080526.html	梁悦	https://www.yuanfudao.com/teachers/76667252/lesson?lessonId=3080526
高二理科数学春季系统班（周六21:30）	3月2日-6月15日 · 21:30-23:30	适合高二 | 全国地区通用	499	125人报名  限报2000人	https://www.yuanfudao.com/lessons/3080392.html	胡杰	https://www.yuanfudao.com/teachers/5520747/lesson?lessonId=3080392
初一语文春季系统班（周五18:00）	3月1日-6月21日 · 18:00-20:30	适合七年级 | 全国地区通用	999	357人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079122.html	田颖	https://www.yuanfudao.com/teachers/87005480/lesson?lessonId=3079122
【数学能力发展班】二年级数学春季系统班（周六18:30）	3月2日-6月15日 · 18:30-20:30	适合二年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3083024.html	徐珊珊	https://www.yuanfudao.com/teachers/178289130/lesson?lessonId=3083024
【一轮复习回顾】选修三物质结构知识梳理	高三 · 1月27日-2月1日 · 55分钟/次 · 6次课	适合高三 | 全国地区通用	30	669人报名	https://www.yuanfudao.com/lessons/3100038.html	李霄君	https://www.yuanfudao.com/teachers/16613387/lesson?lessonId=3100038
【数学能力起航班】六年级数学春季系统班（周六18:00）	3月2日-6月15日 · 18:00-20:25	适合六年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3083098.html	辛洪涛	https://www.yuanfudao.com/teachers/131049486/lesson?lessonId=3083098
【数学能力发展班】五年级数学春季系统班（周六16:00）	3月2日-6月15日 · 16:00-18:00	适合五年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3083086.html	李想想	https://www.yuanfudao.com/teachers/127401446/lesson?lessonId=3083086
【数学课内卓越班】六年级数学寒假系统班（寒3期15:15）	2月18日-2月24日 · 15:15-17:40	适合六年级 | 全国地区通用	99	每50人分小班	https://www.yuanfudao.com/lessons/3084016.html	季敏修	https://www.yuanfudao.com/teachers/129358330/lesson?lessonId=3084016
【数学能力发展班】三年级数学春季系统班（周日13:30）	3月3日-6月16日 · 13:30-15:30	适合三年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3083040.html	太可欣	https://www.yuanfudao.com/teachers/115002862/lesson?lessonId=3083040
【数学能力发展班】二年级数学寒假系统班（寒3期18:30）	2月18日-2月24日 · 18:30-20:30	适合二年级 | 全国地区通用	99	已报满或无信息	https://www.yuanfudao.com/lessons/3082280.html	张利利	https://www.yuanfudao.com/teachers/109818228/lesson?lessonId=3082280
高二语文寒假系统班（寒2期19:00）	1月27日-2月3日 · 19:00-21:00	适合高二 | 全国地区通用	249	1923人报名	https://www.yuanfudao.com/lessons/3081260.html	王伟	https://www.yuanfudao.com/teachers/57672584/lesson?lessonId=3081260
【目标985班】高一物理春季系统班（周六14:00）	3月2日-6月22日 · 14:00-16:25	适合高一 | 全国地区通用	799	480人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080136.html	周梦麟	https://www.yuanfudao.com/teachers/116352438/lesson?lessonId=3080136
【目标卓越班】初一英语春季系统班（周日09:00）	3月3日-6月23日 · 早9:00-11:20	适合七年级 | 全国地区通用	999	410人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079442.html	文靓	https://www.yuanfudao.com/teachers/50922963/lesson?lessonId=3079442
二、三年级猿编程入门班第17期	2月27日-3月14日	适合二年级 三年级 | 全国地区通用	199	28人报名	https://www.yuanfudao.com/lessons/3101802.html	刘瀛	https://www.yuanfudao.com/teachers/161492936/lesson?lessonId=3101802
【目标清北班】高三物理寒假系统班（寒2期19:00）	1月27日-2月3日 · 19:00-21:00	适合高三 | 全国地区通用	249	578人报名	https://www.yuanfudao.com/lessons/3079050.html	郑少龙	https://www.yuanfudao.com/teachers/35702341/lesson?lessonId=3079050
【目标卓越班】初三英语寒假系统班（寒2期18:10）	1月30日-2月13日 · 18:10-20:30	适合九年级 | 全国地区通用	499	1020人报名	https://www.yuanfudao.com/lessons/3079412.html	夏天	https://www.yuanfudao.com/teachers/39692981/lesson?lessonId=3079412
【目标985班】高三文科数学春季系统班（周六21:30）	3月2日-6月1日 · 21:30-23:30	适合高三 | 全国地区通用	499	676人报名  限报2000人	https://www.yuanfudao.com/lessons/3081022.html	程磊	https://www.yuanfudao.com/teachers/50736413/lesson?lessonId=3081022
【数学能力发展班】四年级数学春季系统班（周六18:30）	3月2日-6月15日 · 18:30-20:30	适合四年级 | 全国地区通用	999	每30人分小班	https://www.yuanfudao.com/lessons/3096184.html	孙岩	https://www.yuanfudao.com/teachers/75843106/lesson?lessonId=3096184
【英语校内卓越班】五年级英语寒假系统16班	2月10日-2月17日	适合五年级 | 全国地区通用	700	31人报名	https://www.yuanfudao.com/lessons/3096340.html	吴霜 韩紫妍	https://www.yuanfudao.com/teachers/134659076/lesson?lessonId=3096340
【目标985班】高一数学春季系统班（课改版·周六09:00）	3月2日-6月22日 · 早09:00-11:25	适合高一 | 全国地区通用	799	173人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080518.html	王伟	https://www.yuanfudao.com/teachers/40917253/lesson?lessonId=3080518
